team,gold_diff,gold_diff_14min,elder_dragon_kills,baron_kills,dragon_kills,herald_kills,team_KD_ratio,game_length,objectives_stolen_away,first_turret_kill,second_turret_kill,third_turret_kill,baron_powerplay,first_blood,result,file_name
NRG,-5261,-2964,0,1,2,0,0.84,32.679383333333334,0,1330247,1909609,1786421,1246.0,False,0,./games/ESPORTSTMNT01_3412203_cleaned.json
EG,9999,1095,0,3,3,1,3.6,38.09166666666667,0,970772,1637975,1853108,154.5,False,1,./games/ESPORTSTMNT02_3211039_cleaned.json
TL,-9999,-1095,0,0,2,1,0.2777777777777778,38.09166666666667,0,1278206,1559163,,0,True,0,./games/ESPORTSTMNT02_3211039_cleaned.json
C9,15247,4477,0,1,3,2,4.75,28.40685,0,804058,1383700,1457247,1258.0,True,1,./games/ESPORTSTMNT02_3209643_cleaned.json
FLY,-15247,-4477,0,0,1,0,0.21052631578947367,28.40685,0,1043670,,,0,False,0,./games/ESPORTSTMNT02_3209643_cleaned.json
FLY,12329,2700,0,1,2,2,5.0,24.985466666666667,0,925405,1434409,1454036,0,False,1,./games/ESPORTSTMNT03_3194274_cleaned.json
TSM,-12329,-2700,0,0,0,0,0.2,24.985466666666667,0,1345607,,,0,True,0,./games/ESPORTSTMNT03_3194274_cleaned.json
NRG,10112,1510,0,2,2,1,1.3571428571428572,29.112,0,892994,1477018,1348038,618.0,True,1,./games/ESPORTSTMNT01_3410276_cleaned.json
GG,-10112,-1510,0,0,1,1,0.7368421052631579,29.112,1,1248422,,,0,False,0,./games/ESPORTSTMNT01_3410276_cleaned.json
EG,7075,129,0,2,4,0,1.6,31.386383333333335,0,1187974,1821224,1856730,660.0,False,1,./games/ESPORTSTMNT04_2685321_cleaned.json
GG,-7075,-129,0,0,0,2,0.625,31.386383333333335,0,917467,1765041,1331917,0,True,0,./games/ESPORTSTMNT04_2685321_cleaned.json
100,12001,869,0,2,3,1,4.0,35.14018333333333,0,871564,1821286,2093995,1278.0,True,1,./games/ESPORTSTMNT03_3192666_cleaned.json
NRG,-12001,-869,0,0,2,1,0.25,35.14018333333333,1,855945,1687259,,0,False,0,./games/ESPORTSTMNT03_3192666_cleaned.json
TL,4180,3207,0,1,3,2,0.8666666666666667,38.5559,0,658410,1484708,1632631,-2411.0,False,1,./games/ESPORTSTMNT03_3184735_cleaned.json
C9,-4180,-3207,0,1,3,0,1.1538461538461537,38.5559,0,1617722,,,-2858.0,True,0,./games/ESPORTSTMNT03_3184735_cleaned.json
C9,-11593,-987,0,0,3,0,0.75,34.62291666666667,0,1462734,,,0,False,0,./games/ESPORTSTMNT04_2675887_cleaned.json
TSM,7227,350,0,1,2,1,3.0,27.184233333333335,0,944211,1350781,1460000,2548.0,False,1,./games/ESPORTSTMNT01_3403374_cleaned.json
EG,-7227,-350,0,0,2,1,0.3333333333333333,27.184233333333335,0,936430,1347770,,0,True,0,./games/ESPORTSTMNT01_3403374_cleaned.json
EG,13386,5003,0,2,3,2,2.3333333333333335,29.888583333333333,0,652781,1196328,1761351,-3818.0,True,1,./games/ESPORTSTMNT01_3401413_cleaned.json
TSM,-13386,-5003,0,0,1,0,0.42857142857142855,29.888583333333333,0,1298355,,,0,False,0,./games/ESPORTSTMNT01_3401413_cleaned.json
GG,8731,-2470,0,2,2,2,1.3076923076923077,32.4631,0,970111,1896041,1915820,2769.0,False,1,./games/ESPORTSTMNT02_3208994_cleaned.json
TSM,-8731,2470,0,0,3,0,0.7647058823529411,32.4631,0,795978,1492998,,0,True,0,./games/ESPORTSTMNT02_3208994_cleaned.json
DIG,4247,-1250,0,1,4,1,1.4,34.47655,0,954401,1539769,1477653,192.0,False,1,./games/ESPORTSTMNT02_3216444_cleaned.json
NRG,-4247,1250,0,1,0,1,0.7142857142857143,34.47655,0,1128501,,,1183.0,True,0,./games/ESPORTSTMNT02_3216444_cleaned.json
GG,10874,2978,0,2,1,2,2.142857142857143,27.928566666666665,0,690227,1442193,1543682,886.0,True,1,./games/ESPORTSTMNT03_3176763_cleaned.json
C9,-10874,-2978,0,0,3,0,0.4666666666666667,27.928566666666665,0,954412,,,0,False,0,./games/ESPORTSTMNT03_3176763_cleaned.json
TL,5727,-1105,0,2,2,0,1.0,35.5376,0,854656,1508330,2067177,278.0,True,1,./games/ESPORTSTMNT01_3402602_cleaned.json
NRG,-5727,1105,0,0,2,2,1.0,35.5376,0,1122216,,,0,False,0,./games/ESPORTSTMNT01_3402602_cleaned.json
GG,13365,3682,0,2,2,2,2.090909090909091,32.440916666666666,0,855780,1349041,1896980,263.5,True,1,./games/ESPORTSTMNT01_3414439_cleaned.json
TL,-13365,-3682,0,0,3,0,0.4782608695652174,32.440916666666666,0,894814,,,0,False,0,./games/ESPORTSTMNT01_3414439_cleaned.json
EG,6423,-1371,0,1,3,0,1.6666666666666667,30.623683333333332,0,1180752,1638236,1544113,1378.0,False,1,./games/ESPORTSTMNT01_3413045_cleaned.json
TL,-6423,1371,0,0,0,2,0.6,30.623683333333332,0,812633,,,0,True,0,./games/ESPORTSTMNT01_3413045_cleaned.json
NRG,4850,95,0,2,3,0,2.125,39.057883333333336,0,1040735,1989295,2319647,420.0,True,1,./games/ESPORTSTMNT01_3417177_cleaned.json
C9,-4850,-95,0,1,2,2,0.47058823529411764,39.057883333333336,1,913906,1912311,,0,False,0,./games/ESPORTSTMNT01_3417177_cleaned.json
DIG,14709,4483,0,1,1,2,7.0,23.156933333333335,0,664517,1256372,1341283,0,True,1,./games/ESPORTSTMNT01_3408364_cleaned.json
TSM,-14709,-4483,0,0,1,0,0.14285714285714285,23.156933333333335,0,,,,0,False,0,./games/ESPORTSTMNT01_3408364_cleaned.json
GG,14568,1764,0,2,4,1,2.0,35.331066666666665,0,896853,1719869,1781872,841.0,True,1,./games/ESPORTSTMNT03_3177113_cleaned.json
FLY,-14568,-1764,0,0,0,1,0.5,35.331066666666665,1,,,,0,False,0,./games/ESPORTSTMNT03_3177113_cleaned.json
C9,11365,632,0,1,4,1,4.0,26.772966666666665,0,1035548,1430072,1566228,1999.0,True,1,./games/ESPORTSTMNT02_3207804_cleaned.json
100,-11365,-632,0,0,0,1,0.25,26.772966666666665,0,1308467,,,0,False,0,./games/ESPORTSTMNT02_3207804_cleaned.json
C9,12239,1444,0,1,2,1,2.8333333333333335,26.18585,0,1039169,1344821,1526602,428.0,False,1,./games/ESPORTSTMNT02_3215315_cleaned.json
IMT,-12239,-1444,0,0,1,1,0.35294117647058826,26.18585,0,1058806,,,0,True,0,./games/ESPORTSTMNT02_3215315_cleaned.json
GG,10032,893,0,2,2,1,0.9,31.827933333333334,0,1127733,1849363,1867918,425.0,False,1,./games/ESPORTSTMNT01_3415121_cleaned.json
DIG,-10032,-893,0,0,2,1,1.1111111111111112,31.827933333333334,0,1191431,,,0,True,0,./games/ESPORTSTMNT01_3415121_cleaned.json
TL,7954,1603,0,3,3,1,0.46153846153846156,41.72728333333333,0,1094006,2201954,2221071,981.3333333333334,True,1,./games/ESPORTSTMNT01_3409559_cleaned.json
100,-7954,-1603,0,0,3,1,2.1666666666666665,41.72728333333333,1,1050316,,,0,False,0,./games/ESPORTSTMNT01_3409559_cleaned.json
TL,2210,1713,0,0,3,2,1.0909090909090908,30.156316666666665,0,913608,1155728,1779840,0,True,1,./games/ESPORTSTMNT01_3414426_cleaned.json
GG,-2210,-1713,0,1,1,0,0.9166666666666666,30.156316666666665,0,1634076,1661195,,2686.0,False,0,./games/ESPORTSTMNT01_3414426_cleaned.json
DIG,12132,-854,0,2,3,0,2.5714285714285716,31.782283333333332,0,918914,1553958,1862484,1417.0,False,1,./games/ESPORTSTMNT02_3216120_cleaned.json
TSM,-12132,854,0,0,1,2,0.3888888888888889,31.782283333333332,0,926627,,,0,True,0,./games/ESPORTSTMNT02_3216120_cleaned.json
TL,13178,5529,0,1,4,2,3.0,27.70005,0,647755,1559090,1593551,-375.0,True,1,./games/ESPORTSTMNT03_3179547_cleaned.json
100,-13178,-5529,0,0,0,0,0.3333333333333333,27.70005,0,1022875,,,0,False,0,./games/ESPORTSTMNT03_3179547_cleaned.json
IMT,2643,-718,0,1,2,0,0.8260869565217391,41.00266666666667,1,982180,2416176,2422430,0,True,1,./games/ESPORTSTMNT04_2683333_cleaned.json
NRG,-2643,718,0,2,3,2,1.2105263157894737,41.00266666666667,0,676018,1358982,1558546,529.0,False,0,./games/ESPORTSTMNT04_2683333_cleaned.json
GG,14082,3109,0,2,2,2,2.25,37.6873,0,795433,1674163,2058417,1317.5,True,1,./games/ESPORTSTMNT01_3415408_cleaned.json
TL,-14082,-3109,0,0,3,0,0.4444444444444444,37.6873,1,1208690,,,0,False,0,./games/ESPORTSTMNT01_3415408_cleaned.json
GG,-13481,-1492,0,0,1,1,0.4117647058823529,27.024516666666667,0,955078,,,0,False,0,./games/ESPORTSTMNT04_2675921_cleaned.json
GG,8413,3006,1,1,2,2,1.5454545454545454,39.8049,2,995468,1151278,2367274,635.0,True,1,./games/ESPORTSTMNT02_3216144_cleaned.json
100,-8413,-3006,0,2,4,0,0.6470588235294118,39.8049,1,1020418,1839234,,371.5,False,0,./games/ESPORTSTMNT02_3216144_cleaned.json
NRG,8299,422,0,2,2,1,2.5,29.986533333333334,0,899090,1579842,1444698,4167.0,True,1,./games/ESPORTSTMNT02_3210080_cleaned.json
C9,-8299,-422,0,0,2,1,0.4,29.986533333333334,0,819912,1683028,,0,False,0,./games/ESPORTSTMNT02_3210080_cleaned.json
IMT,9146,-552,0,2,4,1,1.5714285714285714,33.106366666666666,0,749693,1873247,1979941,1337.0,False,1,./games/ESPORTSTMNT03_3193826_cleaned.json
NRG,-9146,552,0,0,1,1,0.6363636363636364,33.106366666666666,0,910477,,,0,True,0,./games/ESPORTSTMNT03_3193826_cleaned.json
100,14959,3760,0,1,4,1,17,30.518066666666666,0,975920,1563786,1600988,2401.0,True,1,./games/ESPORTSTMNT01_3373576_cleaned.json
FLY,-14959,-3760,0,0,0,1,0.0,30.518066666666666,0,1642048,,,0,False,0,./games/ESPORTSTMNT01_3373576_cleaned.json
C9,12748,9078,1,1,5,2,2.625,35.03628333333333,1,720000,1733772,2079471,1857.0,True,1,./games/ESPORTSTMNT04_2678015_cleaned.json
GG,-12748,-9078,0,1,0,0,0.38095238095238093,35.03628333333333,0,1664953,,,-500.0,False,0,./games/ESPORTSTMNT04_2678015_cleaned.json
EG,8589,-32,0,1,3,1,1.625,28.475816666666667,0,854159,1524687,1702306,3624.0,False,1,./games/ESPORTSTMNT03_3194803_cleaned.json
TSM,-8589,32,0,0,1,1,0.6153846153846154,28.475816666666667,0,1127334,,,0,True,0,./games/ESPORTSTMNT03_3194803_cleaned.json
TL,13339,6675,0,0,3,2,2.7142857142857144,21.1563,0,576144,1155898,1077423,0,False,1,./games/ESPORTSTMNT01_3412967_cleaned.json
EG,-13339,-6675,0,0,0,0,0.3684210526315789,21.1563,1,,,,0,True,0,./games/ESPORTSTMNT01_3412967_cleaned.json
TSM,6910,945,0,1,4,1,1.4,39.397933333333334,0,1139497,1975985,1797518,1027.0,False,1,./games/ESPORTSTMNT01_3408355_cleaned.json
DIG,-6910,-945,0,1,2,1,0.6818181818181818,39.397933333333334,0,1175420,2254299,,-416.0,True,0,./games/ESPORTSTMNT01_3408355_cleaned.json
TSM,9725,761,0,1,4,1,3.4,26.587366666666668,0,1019227,1560965,1571904,0,True,1,./games/ESPORTSTMNT02_3207756_cleaned.json
NRG,-9725,-761,0,0,0,1,0.29411764705882354,26.587366666666668,0,1019127,,,0,False,0,./games/ESPORTSTMNT02_3207756_cleaned.json
C9,15343,5601,0,1,2,2,8.333333333333334,22.183016666666667,0,808767,1270523,1316720,0,True,1,./games/ESPORTSTMNT02_3214865_cleaned.json
EG,-15343,-5601,0,0,0,0,0.12,22.183016666666667,0,1075012,1156445,,0,False,0,./games/ESPORTSTMNT02_3214865_cleaned.json
GG,-13477,-3498,0,0,1,0,0.4583333333333333,30.108266666666665,0,1377936,,,0,False,0,./games/ESPORTSTMNT04_2674560_cleaned.json
FLY,5285,80,1,2,3,1,1.1818181818181819,44.170366666666666,0,1013730,2228472,2599882,606.0,True,1,./games/ESPORTSTMNT02_3214268_cleaned.json
TL,-5285,-80,0,1,4,1,0.8461538461538461,44.170366666666666,0,1022112,2428153,,-2385.0,False,0,./games/ESPORTSTMNT02_3214268_cleaned.json
TL,10084,-1030,0,3,4,2,1.6363636363636365,36.742416666666664,0,1048712,1896395,2191750,-811.0,True,1,./games/ESPORTSTMNT01_3414442_cleaned.json
GG,-10084,1030,0,0,2,0,0.6111111111111112,36.742416666666664,1,1037235,1806343,1814238,0,False,0,./games/ESPORTSTMNT01_3414442_cleaned.json
TL,11172,1168,0,2,4,1,4.25,28.303866666666668,0,569508,1477717,1509057,2675.0,True,1,./games/ESPORTSTMNT02_3213623_cleaned.json
C9,-11172,-1168,0,0,0,1,0.23529411764705882,28.303866666666668,0,1627945,,,0,False,0,./games/ESPORTSTMNT02_3213623_cleaned.json
NRG,10807,1362,0,3,4,2,3.0,45.0736,1,1129075,1851832,2515742,502.0,True,1,./games/ESPORTSTMNT01_3402561_cleaned.json
TL,-10807,-1362,0,1,3,0,0.3333333333333333,45.0736,0,1170074,,,-3773.0,False,0,./games/ESPORTSTMNT01_3402561_cleaned.json
FLY,15110,5494,0,1,3,2,4.0,23.528483333333334,0,806309,1327918,1356834,0,True,1,./games/ESPORTSTMNT02_3214937_cleaned.json
IMT,-15110,-5494,0,0,0,0,0.25,23.528483333333334,0,,,,0,False,0,./games/ESPORTSTMNT02_3214937_cleaned.json
C9,9060,1113,0,1,1,2,1.3333333333333333,25.773183333333332,0,868102,1468578,1520861,5206.0,False,1,./games/ESPORTSTMNT03_3186454_cleaned.json
EG,-9060,-1113,0,0,2,0,0.75,25.773183333333332,1,863739,,,0,True,0,./games/ESPORTSTMNT03_3186454_cleaned.json
GG,-8820,-258,0,0,2,2,0.6470588235294118,31.556183333333333,0,955134,977118,,0,True,0,./games/ESPORTSTMNT04_2675920_cleaned.json
FLY,16331,6460,0,1,3,2,4.0,24.377433333333332,0,830071,1287673,1308243,-1816.0,True,1,./games/ESPORTSTMNT03_3187024_cleaned.json
EG,-16331,-6460,0,0,0,0,0.25,24.377433333333332,0,,,,0,False,0,./games/ESPORTSTMNT03_3187024_cleaned.json
GG,11819,1714,0,1,4,2,2.5,26.940533333333335,0,923256,1326848,1571680,3263.0,True,1,./games/ESPORTSTMNT04_2674502_cleaned.json
GG,6098,-3043,0,3,2,0,1.2,39.80975,1,723165,2025188,2363451,-266.0,False,1,./games/ESPORTSTMNT04_2674557_cleaned.json
EG,14779,4294,0,1,3,2,16,24.756316666666667,0,892641,1387703,1422212,3760.0,True,1,./games/ESPORTSTMNT01_3374524_cleaned.json
NRG,-14779,-4294,0,0,0,0,0.0,24.756316666666667,0,,,,0,False,0,./games/ESPORTSTMNT01_3374524_cleaned.json
GG,13292,4758,0,1,3,2,5.666666666666667,25.207133333333335,0,608510,1460629,1488517,0,True,1,./games/ESPORTSTMNT04_2675660_cleaned.json
C9,11229,479,0,1,3,2,4.666666666666667,25.5572,0,999510,1496061,1504870,2902.0,False,1,./games/ESPORTSTMNT03_3194842_cleaned.json
GG,-11229,-479,0,0,1,0,0.21428571428571427,25.5572,1,1013826,,,0,True,0,./games/ESPORTSTMNT03_3194842_cleaned.json
C9,-12690,-611,0,0,1,1,0.64,34.909533333333336,0,1078001,,,0,False,0,./games/ESPORTSTMNT04_2673895_cleaned.json
GG,7753,1405,0,2,2,1,0.95,36.895633333333336,0,725213,2083718,2117040,-2615.0,False,1,./games/ESPORTSTMNT01_3378493_cleaned.json
FLY,-7753,-1405,0,1,3,1,1.0526315789473684,36.895633333333336,0,1019300,1901367,,479.0,True,0,./games/ESPORTSTMNT01_3378493_cleaned.json
GG,1716,1108,0,1,2,0,1.1538461538461537,36.60198333333334,0,1128254,2159796,2168894,-680.0,True,1,./games/ESPORTSTMNT03_3194810_cleaned.json
100,-1716,-1108,0,1,3,2,0.8666666666666667,36.60198333333334,0,847692,2044605,,1843.0,False,0,./games/ESPORTSTMNT03_3194810_cleaned.json
EG,15259,3814,0,1,2,2,8.5,21.380866666666666,0,916691,1132666,1253078,0,True,1,./games/ESPORTSTMNT01_3403380_cleaned.json
TSM,-15259,-3814,0,0,0,0,0.11764705882352941,21.380866666666666,0,1017591,,,0,False,0,./games/ESPORTSTMNT01_3403380_cleaned.json
EG,10530,697,0,3,3,2,1.7777777777777777,36.48725,0,959200,1706521,2160893,1337.5,True,1,./games/ESPORTSTMNT02_3207834_cleaned.json
FLY,-10530,-697,0,0,2,0,0.5625,36.48725,0,1253730,1587247,,0,False,0,./games/ESPORTSTMNT02_3207834_cleaned.json
NRG,7696,1319,0,2,2,2,1.25,29.871183333333335,0,652003,1534490,1569341,1129.0,False,1,./games/ESPORTSTMNT01_3401640_cleaned.json
TL,-7696,-1319,0,0,2,0,0.8,29.871183333333335,0,885359,,,0,True,0,./games/ESPORTSTMNT01_3401640_cleaned.json
TSM,11950,2048,0,1,3,1,2.5714285714285716,30.45085,0,1022302,1689512,1799882,3354.0,True,1,./games/ESPORTSTMNT02_3208604_cleaned.json
IMT,-11950,-2048,0,0,1,1,0.3888888888888889,30.45085,1,888311,,,0,False,0,./games/ESPORTSTMNT02_3208604_cleaned.json
NRG,4440,2665,0,3,4,2,1.6923076923076923,50.278333333333336,0,924473,1641892,2184270,-478.5,True,1,./games/ESPORTSTMNT02_3214284_cleaned.json
GG,-4440,-2665,1,1,4,0,0.5909090909090909,50.278333333333336,0,1018419,2673608,2682410,2646.0,False,0,./games/ESPORTSTMNT02_3214284_cleaned.json
TL,7602,1580,1,2,5,1,1.2307692307692308,34.76838333333333,0,1005249,1574566,2068592,-1784.0,False,1,./games/ESPORTSTMNT01_3417100_cleaned.json
NRG,-7602,-1580,0,0,1,1,0.8125,34.76838333333333,0,1016887,1928336,1479755,0,True,0,./games/ESPORTSTMNT01_3417100_cleaned.json
GG,15641,4593,0,1,3,2,3.857142857142857,23.31355,0,862944,1122008,1336951,0,False,1,./games/ESPORTSTMNT01_3413227_cleaned.json
DIG,-15641,-4593,0,0,0,0,0.25925925925925924,23.31355,0,915665,,,0,True,0,./games/ESPORTSTMNT01_3413227_cleaned.json
GG,-13394,-2516,0,0,2,2,0.35294117647058826,28.811616666666666,0,1126983,,,0,False,0,./games/ESPORTSTMNT04_2673551_cleaned.json
C9,9932,-2332,0,2,1,0,2.1666666666666665,30.6552,0,947029,1587656,1812075,3594.0,False,1,./games/ESPORTSTMNT04_2678013_cleaned.json
GG,-9932,2332,0,0,3,2,0.46153846153846156,30.6552,0,590508,1781031,,0,True,0,./games/ESPORTSTMNT04_2678013_cleaned.json
100,6403,2582,0,1,2,1,1.6666666666666667,27.46826666666667,0,760390,1588263,1619783,0,True,1,./games/ESPORTSTMNT01_3409583_cleaned.json
TL,-6403,-2582,0,0,2,1,0.6,27.46826666666667,0,1011032,1020656,,0,False,0,./games/ESPORTSTMNT01_3409583_cleaned.json
