team,gold_diff,gold_diff_14min,elder_dragon_kills,baron_kills,dragon_kills,herald_kills,team_KD_ratio,game_length,objectives_stolen_away,first_turret_kill,second_turret_kill,third_turret_kill,baron_powerplay,first_blood,result,file_name
R7,12287,1026,0,1,4,2,1.6666666666666667,31.819266666666667,0,968726,1809857,1858740,2651.0,True,1,./games/ESPORTSTMNT02_3219150_cleaned.json
INF,-12287,-1026,0,0,1,0,0.6,31.819266666666667,0,1019728,,,0,False,0,./games/ESPORTSTMNT02_3219150_cleaned.json
EST,3936,-1385,0,1,1,1,0.8461538461538461,34.909933333333335,0,636202,2067030,2073695,0,False,1,./games/ESPORTSTMNT01_3372597_cleaned.json
ISG,-3936,1385,0,1,3,1,1.1818181818181819,34.909933333333335,1,647162,1644285,1804658,3336.0,True,0,./games/ESPORTSTMNT01_3372597_cleaned.json
ISG,12843,1236,0,1,3,1,1.9,32.494,0,928548,1858931,1717457,3525.0,True,1,./games/ESPORTSTMNT01_3405880_cleaned.json
AZE,-12843,-1236,0,0,1,1,0.5263157894736842,32.494,0,1136986,,,0,False,0,./games/ESPORTSTMNT01_3405880_cleaned.json
ISG,11889,960,0,1,2,1,1.6923076923076923,29.446066666666667,0,1061105,1678362,1737632,2653.0,True,1,./games/ESPORTSTMNT03_3194286_cleaned.json
AK,-11889,-960,0,0,2,1,0.5909090909090909,29.446066666666667,0,1197726,,,0,False,0,./games/ESPORTSTMNT03_3194286_cleaned.json
R7,-13292,-4758,0,0,1,0,0.17647058823529413,25.207133333333335,0,1447552,,,0,False,0,./games/ESPORTSTMNT04_2675660_cleaned.json
ISG,12765,2340,0,2,3,2,2.142857142857143,30.729733333333332,0,998487,1563147,1808685,-1561.0,True,1,./games/ESPORTSTMNT01_3406823_cleaned.json
AZE,-12765,-2340,0,0,1,0,0.4666666666666667,30.729733333333332,0,1305852,,,0,False,0,./games/ESPORTSTMNT01_3406823_cleaned.json
AZE,6489,-2377,1,2,3,1,1.6923076923076923,45.18566666666667,0,1209806,2029774,2415468,101.0,False,1,./games/ESPORTSTMNT01_3384958_cleaned.json
ISG,-6489,2377,0,1,4,1,0.5652173913043478,45.18566666666667,0,892521,2497605,2298745,-5456.0,True,0,./games/ESPORTSTMNT01_3384958_cleaned.json
R7,5154,105,0,1,4,0,1.3076923076923077,35.66843333333333,0,1152786,1952272,2116648,0,False,1,./games/ESPORTSTMNT02_3218639_cleaned.json
INF,-5154,-105,0,1,1,2,0.7647058823529411,35.66843333333333,0,864840,1880692,,-497.0,True,0,./games/ESPORTSTMNT02_3218639_cleaned.json
R7,8416,489,0,2,4,1,2.0,36.957883333333335,0,948004,1896239,2176360,562.5,True,1,./games/ESPORTSTMNT01_3417469_cleaned.json
EST,-8416,-489,0,0,2,1,0.5,36.957883333333335,2,1428684,1747459,,0,False,0,./games/ESPORTSTMNT01_3417469_cleaned.json
